python-sphinxcontrib-serializinghtml 2.0.0-1
python-spotipy 2.24.0-1
python-sqlparse 0.5.1-1
python-stack-data 0.6.3-2
python-starlette 0.42.0-1
python-steamgriddb 1.0.5-3
python-stem 1.8.3-2
python-svglib 1.5.1-3
python-syncedlyrics 1.0.1-1
python-tabulate 0.9.0-4
python-text-unidecode 1.3-11
python-threadpoolctl 3.5.0-1
python-tifffile 2024.12.12-1
python-tinycss2 1.4.0-1
python-toml 0.10.2-10
python-tomli 2.0.1-4
python-tomlkit 0.13.2-1
python-tornado 6.4.1-1.1
python-tqdm 4.67.1-1
python-traitlets 5.14.3-2
python-trio 0.26.2-1
python-trio-websocket 0.11.1-3
python-trove-classifiers 2024.10.21.16-1
python-typeguard 4.3.0-1
python-typing_extensions 4.12.2-1
python-uc-micro-py 1.0.3-2
python-unidecode 1.3.8-2
python-urllib3 1.26.20-3
python-userpath 1.9.2-2
python-uvloop 0.21.0-1.1
python-validate-pyproject 0.22-1
python-virtualenv 20.27.1-2
python-waitress 3.0.0-3
python-wcwidth 0.2.13-2
python-webencodings 0.5.1-11
python-websocket-client 1.8.0-1
python-websockets 12.0-2.1
python-werkzeug 3.0.4-1
python-wheel 0.45.0-1
python-wrapt 1.16.0-3.1
python-wsproto 1.2.0-4
python-wxpython 1:4.2.2-1
python-xxhash 3.4.1-3.1
python-yaml 6.0.2-1.1
python-yapsy-git release_Yapsy.1.12.2.r17.g6b487b0-1
python-yarl 1.9.4-3.1
python-ytmusicapi 1.9.0-1
python-zeroconf 0.132.2-2
python-zipp 3.21.0-1
python-zstandard 0.22.0-2.1
qca-qt5 2.3.9-3
qca-qt6 2.3.9-3
qcoro 0.11.0-1
qgpgme-qt6 1.24.1-1.1
qhull 2020.2-5.1
qpdf 11.9.1-1.1
qqc2-breeze-style 6.2.4-1.1
qqc2-desktop-style 6.9.0-1.1
qrencode 4.1.1-3.3
qt-sudo 2.0.1-1
qt4 4.8.7-36
qt5-base 5.15.16+kde+r130-3.1
qt5-charts 5.15.16-3.1
qt5-declarative 5.15.16+kde+r22-3.1
qt5-graphicaleffects 5.15.16-3.1
qt5-location 5.15.16+kde+r7-3.1
qt5-multimedia 5.15.16+kde+r2-3.1
qt5-quickcontrols 5.15.16-3.1
qt5-quickcontrols2 5.15.16+kde+r5-3.1
qt5-sensors 5.15.16-3.1
qt5-speech 5.15.16+kde+r1-3.1
qt5-svg 5.15.16+kde+r5-3.1
qt5-tools 5.15.16+kde+r3-3.1
qt5-translations 5.15.16-3
qt5-wayland 5.15.16+kde+r59-3.1
qt5-webchannel 5.15.16+kde+r3-3.1
qt5-webengine 5.15.18-5
qt5-webkit 5.212.0alpha4-20
qt5-x11extras 5.15.16-3.1
qt5ct 1.8-2.1
qt6-5compat 6.8.1-1.1
qt6-base 6.8.1-1.1
qt6-declarative 6.8.1-1.1
qt6-imageformats 6.8.1-1.1
qt6-multimedia 6.8.1-2.1
qt6-multimedia-ffmpeg 6.8.1-2.1
qt6-positioning 6.8.1-1.1
qt6-scxml 6.8.1-1.1
qt6-sensors 6.8.1-1.1
qt6-shadertools 6.8.1-1.1
qt6-speech 6.8.1-1.1
qt6-svg 6.8.1-1.1
qt6-tools 6.8.1-1.1
qt6-translations 6.8.1-1
qt6-virtualkeyboard 6.8.1-1.1
qt6-wayland 6.8.1-1.1
qt6-webchannel 6.8.1-1.1
qt6-webengine 6.8.1-1.1
qt6-websockets 6.8.1-1.1
qt6pas 6.2.7-2.1
qtermwidget 2.1.0-1.1
qtkeychain-qt6 0.14.3-1
quilt 0.67-2
raptor 2.0.16-5.1
rate-mirrors 0.18.0-1
rav1e 0.7.1-1.1
re2 1:20240702-2.1
readline 8.2.013-1.1
rebuild-detector 4.4.5-1
recode 3.7.14-2.3
recordmydesktop 0.4.0-3.1
reflector 2023-2
reiserfsprogs 3.6.27-5.1
rhash 1.4.4-1.1
ripgrep 14.1.1-2
ripgrep-all 0.10.6-3.2
rnnoise 1:0.2-1.1
rpcbind 1.2.7-1.1
rsync 3.3.0-2.1
rtkit 0.13-3
rtl8821cu-morrownr-dkms-git 5.12.0.4.194.9a249f5-1
rtmpdump 1:2.4.r105.6f6bb13-1.1
rubberband 4.0.0-1.1
ruby 3.3.5-2.1
ruby-bundled-gems 3.3.5-2.1
ruby-bundler 2.6.0-1
ruby-debug 3.3.5-2.1
ruby-default-gems 3.3.5-2.1
ruby-erb 4.0.4-6.1
ruby-irb 1.13.1-2
ruby-manpages 0.6.1-6
ruby-matrix 0.4.2-2
ruby-minitest 5.22.3-2
ruby-net-ftp 0.3.5-3
ruby-net-imap 0.4.12-3
ruby-net-pop 0.1.2-3
ruby-net-smtp 0.5.0-3
ruby-optimist 3.1.0-3
ruby-paint 2.3.0-4
ruby-power_assert 2.0.4-1
ruby-prime 0.1.2-2
ruby-racc 1.7.3-1.1
ruby-rake 13.1.0-1
ruby-rbs 3.4.4-3
ruby-rdoc 6.6.3.1-2
ruby-rexml 3.3.9-1
ruby-rss 0.3.1-2
ruby-stdlib 3.3.5-2.1
ruby-test-unit 3.6.2-3
ruby-typeprof 0.21.9-1
rubygems 3.5.16-1
run-parts 5.17-1.1
runc 1.2.3-1.1
rust-analyzer 20241216-1.1
rust-src 1:1.83.0-1.1
rustdesk-bin 1.3.5-1
rustup 1.27.1-1.2
s-nail 14.9.24-2.1
samba 2:4.21.2-1.1
sane 1.3.1-1.1
sassc 3.6.2-5.1
sbc 2.0-2.1
sbctl 0.16-1.1
schedtool 1.3.0-7.1
screen 5.0.0-1.1
scx-scheds 1.0.8-1
sd 1.0.0-1.1
sdbus-cpp 2.1.0-2.1
sddm-git 0.21.0.29.g4a9aa2e-1.2
sdl12-compat 1.2.68-2.1
sdl2 2.30.10-1.1
sdl2_image 2.8.2-6.1
sdl2_mixer 2.8.0-1.2
sdl2_ttf 2.22.0-1
sdl_image 1.2.12-9.1
sdl_mixer 1.2.12-12.1
sdl_net 1.2.8-6.1
sdl_sound 1.0.3-12.1
sdl_ttf 2.0.11-7.1
seatd 0.9.1-1.1
security-wordlist 23.a090dff-1
sed 4.9-3.2
semver 7.6.3-1
serd 0.32.2-1.1
serf 1.3.10-2.1
sg3_utils 1.48-1.1
shaderc 2024.3-2.1
shadow 4.16.0-1.1
shared-mime-info 2.4-1.1
shiboken6 6.8.1-1.1
signon-kwallet-extension 24.12.0-1.1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3.1
signond 8.61-3.1
simple-scan 46.0-2.1
sl 5.05-5.1
slang 2.3.3-3.1
slurp 1.5.0-1.1
smartmontools 7.4-2.1
smbclient 2:4.21.2-1.1
snappy 1.2.1-2.1
sndio 1.10.0-1.2
sni-qt 0.2.7+17.04.20170112-1
socat 1.8.0.1-1.1
social-mapper 190.92be8da-4
sof-firmware 2024.09.2-1
solid 6.9.1-2.1
solid5 5.116.0-1.1
sonnet 6.9.0-1.1
sonnet5 5.116.0-1.1
sord 0.16.16-1.1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1.1
spandsp 0.0.6-5
spdlog 1.15.0-1.1
speech-dispatcher 0.11.5-2.1
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spicetify-cli 2.38.6-1
spirv-llvm-translator 18.1.7-1.1
spirv-tools 2024.4.rc1-1.1
spotdl 4.2.10-1
spotify 1:1.2.52.442-1
sqlite 3.47.2-2
sqlmap 1.8.12-1
squashfs-tools 4.6.1-2.1
sratom 0.6.16-1.1
srt 1.5.4-1.1
starship 1.21.1-1.1
startup-notification 0.12-8.2
steam 1.0.0.81-4
steam-native-runtime 1.0.0.75-4
strace 6.12-1.1
stremio 4.4.168-2
subversion 1.14.4-1
sudo 1.9.16.p2-1.1
superbfetch-git r107.7f7ec03-1
svt-av1 2.3.0-1
svt-hevc 1.5.1-3.1
swappy 1.5.1-2.1
switcheroo-control 2.6-4.1
swww 0.9.5-2.1
syncthing 1.28.1-1.1
syncthing-gtk 0.9.4.5-1.2
syndication 6.9.0-1.1
syntax-highlighting 6.9.0-1.1
sysfsutils 2.1.1-2.1
syslinux 6.04.pre3.r3.g05ac953c-3.1
system76-power 1.2.1-1
systemd 257-1
systemd-libs 257-1
systemd-resolvconf 257-1
systemd-sysvcompat 257-1
systemsettings 6.2.4-1.1
taglib 2.0.2-1.1
talloc 2.4.2-3.1
tar 1.35-2.1
tcl 8.6.14-4.1
tcpdump 4.99.5-1.1
tdb 1.4.12-1.1
tealdeer 1.7.1-1.1
tecla 47.0-1.1
terminus-font 4.49.1-7
tesseract 5.5.0-1.1
tesseract-data-afr 2:4.1.0-4
tesseract-data-eng 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
testdisk 7.2-2.1
tevent 1:0.16.1-3.1
texinfo 7.1.1-1.1
textart 1.0.0-2
tgpt 2.8.2-1.1
thin-provisioning-tools 1.1.0-1.1
thunar 4.18.11-3.1
thunar-volman 4.18.0-4.1
tidy 5.8.0-3.1
time 1.9-5.1
tinysparql 3.8.2-2
tinyxml2 10.0.0-1.1
tk 8.6.15-1.1
tmux 3.5_a-1.1
toilet 0.3.r155.3eb9d58-3.1
toilet-fonts 1.0-2
tomlplusplus 3.4.0-1.1
tor 0.4.8.13-1.1
totem-pl-parser 3.26.6+r30+g51b8439-1.1
tpm2-tss 4.1.3-1.1
trash-cli 0.24.5.26-1
tree 2.1.3-1
tree-sitter 0.24.3-1.1
tree-sitter-bash 0.23.1-1.1
tree-sitter-c 0.23.1-1.1
tree-sitter-lua 0.2.0-1.1
tree-sitter-markdown 0.3.1-1.1
tree-sitter-python 0.23.2-1.1
tree-sitter-query 0.4.0-1.1
tree-sitter-vim 0.4.0-1.2
tree-sitter-vimdoc 3.0.0-1.2
tslib 1.23-1.1
ttf-bitstream-vera 1.10-16
ttf-carlito 20230509-2
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-fantasque-nerd 3.3.0-1
ttf-gabarito-git v1.000.r8.g1f3fb39-1
ttf-hack 3.003-7
ttf-iosevka 32.2.1-1
ttf-jetbrains-mono 2.304-2
ttf-jetbrains-mono-nerd 3.3.0-1
ttf-liberation 2.1.5-2
ttf-material-symbols-variable-git 4.0.0.r119.gc51274e9-1
ttf-meslo-nerd 3.3.0-1
ttf-ms-fonts 2.0-12
ttf-nerd-fonts-symbols 3.3.0-1
ttf-nerd-fonts-symbols-common 3.3.0-1
ttf-opensans 1.101-4
ttf-readex-pro 1.204-2
ttf-roboto 2.138-5
ttf-rubik-vf 2.3.0-3
ttf-sharetech-mono-nerd 3.3.0-1
ttf-space-mono-nerd 3.3.0-1
tumbler 4.18.2-3.1
tuxclocker 1.5.1-2
twolame 0.4.0-4.1
typescript 5.7.2-1
tzdata 2024b-2.1
uchardet 0.0.8-3.1
udisks2 2.10.1-5.1
unibilium 2.1.1-2.1
unixodbc 2.3.12-2.1
unrar 1:7.1.2-1.1
unzip 6.0-21.1
upower 1.90.6-1.1
usb_modeswitch 2.6.1-4.1
usbmuxd 1.1.1-4.1
usbutils 018-1.1
uthash 2.3.0-2
util-linux 2.40.2-1.1
util-linux-libs 2.40.2-1.1
uvicorn 0.31.0-1
v4l-utils 1.28.1-1.1
vapoursynth R70-1.1
vde2 2.3.3-5.1
veracrypt 1.26.15-1.1
vesktop 1.5.4-1
vi 1:070224-6
vid.stab 1.1.1-2.1
vim 9.1.0866-1.1
vim-runtime 9.1.0866-1.1
virtualbox 7.1.4-2.1
virtualbox-guest-iso 7.1.4-1
virtualbox-host-dkms 7.1.4-2.1
vkbasalt-cli 3.1.1-3
vkd3d 1.14-1.1
vlc 3.0.21-9.1
vmaf 3.0.0-1.1
vnstat 2.12-3.1
volume_key 0.3.12-9.1
vscodium 1.96.1.24353-1
vscodium-features 1.82.2-1
vscodium-marketplace 1.65.0-1.3
vte-common 0.78.2-1.1
vte4 0.78.2-1.1
vulkan-headers 1:1.4.303-1
vulkan-icd-loader 1.4.303-1.1
vulkan-intel 1:24.3.2-2
vulkan-tools 1.4.303-2.1
wavpack 5.7.0-1.1
wayland 1.23.1-1.1
wayland-protocols 1.38-1
webkit2gtk 2.46.5-1
webkit2gtk-4.1 2.46.5-1
webkitgtk-6.0 2.46.5-1.1
webp-pixbuf-loader 0.2.7-1.1
webrtc-audio-processing-1 1.3-3.2
wezterm-git 20241205.083533.6f375e29-1
wf-recorder 0.5.0-2.1
wget 1.25.0-1.1
which 2.21-6.1
whitesur-icon-theme 2024.09.07-1
whois 5.5.23-1.1
wildmidi 0.4.6-1.1
wine-cachyos 2:9.0.20241123-1
wine-gecko 2.47.4-2
wine-mono 9.3.0-1
winetricks 20240105-1
wireplumber 0.5.7-1.1
wl-clipboard 1:2.2.1-2.1
wlogout 1.2.2-0
woff2 1.0.2-5.1
wolfssl 5.7.4-1.1
wpa_supplicant 2:2.11-2.1
wpebackend-fdo 1.14.3-1.1
wqy-zenhei 0.9.45-10
wxwidgets-common 3.2.6-1
wxwidgets-gtk3 3.2.6-1
x264 3:0.164.r3108.31e19f9-2.1
x265 4.0-1.1
xapp 2.8.7-1.1
xbitmaps 1.1.3-2
xcb-proto 1.17.0-2
xcb-util 0.4.1-2.1
xcb-util-cursor 0.1.5-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xclip 0.13-6.1
xcur2png 0.7.1-8.1
xdg-dbus-proxy 0.1.6-1.1
xdg-desktop-portal 1.18.4-2.1
xdg-desktop-portal-cosmic 1.0.0.alpha.4-1.1
xdg-desktop-portal-gnome 47.1-2.1
xdg-desktop-portal-gtk 1.15.1-2.1
xdg-desktop-portal-hyprland-git 1.3.9.r0.gfa50ab34-1
xdg-desktop-portal-kde 6.2.4-1.1
xdg-user-dirs 0.18-2.1
xdg-user-dirs-gtk 0.11-3.1
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2.1
xf86-input-libinput 1.5.0-1.1
xfconf 4.18.3-3.1
xfsprogs 6.12.0-1.1
xkeyboard-config 2.43-1
xl2tpd 1.3.18-2.1
xmlstarlet 1.6.1-4.1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.15-1.1
xorg-server-common 21.1.15-1.1
xorg-setxkbmap 1.3.4-2.1
xorg-xauth 1.1.3-1.1
xorg-xdpyinfo 1.3.4-2.1
xorg-xinit 1.4.2-2.1
xorg-xinput 1.6.4-2.1
xorg-xkbcomp 1.4.7-1.1
xorg-xkill 1.0.6-2.1
xorg-xmessage 1.0.7-1.1
xorg-xmodmap 1.0.11-2.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.3-1.1
xorg-xrdb 1.2.2-2.1
xorg-xset 1.2.5-2.1
xorg-xsetroot 1.1.3-2.1
xorg-xwayland 24.1.4-1.1
xorgproto 2024.1-2
xsettingsd 1.0.2-2.1
xterm 396-2.1
xvidcore 1.3.7-3.1
xwaylandvideobridge 0.4.0-2.1
xxhash 0.8.2-1
xz 5.6.3-2
yad 14.1-2.1
yajl 2.1.0-6.1
yay 12.4.2-1
yazi 0.4.1-1.1
ydotool 1.0.4-2.1
youtube-dl-git 2021.12.17.r381.gd55d1f423-1
yt-dlp 2024.12.13-1
yyjson 0.10.0-1.1
z3 4.13.0-2.1
zbar 0.23.93-3.1
zed 0.165.4-3.1
zen-browser-avx2-bin 1.0.2.b.2-1
zenity 4.0.3-1.2
zeromq 4.3.5-2.1
zfp 1.0.1-3.1
zimg 3.0.5-1.1
zip 3.0-11.1
zix 0.4.2-2.1
zlib-ng 2.2.2-6
zlib-ng-compat 2.2.2-6
zopfli 1.0.3-4.1
zoxide 0.9.6-1.1
zram-generator 1.2.1-1.1
zsh 5.9-5.1
zstd 1.5.6-2
zvbi 0.2.42-1.1
zxing-cpp 2.2.1-1.1
zziplib 0.13.78-1.1
